user_id,search_query,product_id,purchase_date,age,gender,product_name,product_description,category,price
557,Fugit quos saepe minus nihil.,1801,2022-07-03T23:51:30.987Z,26,Male,Gorgeous Rubber Shoes,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Shoes,307.0
660,Consequatur atque distinctio optio illum.,2061,2022-10-11T02:51:27.527Z,60,Male,Generic Rubber Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Electronics,617.0
499,Numquam dolore quas doloremque explicabo.,469,2022-08-31T12:09:29.926Z,40,Female,Intelligent Frozen Chair,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Sports,746.0
154,Consequuntur accusamus aperiam vero rem.,463,2023-02-03T00:37:26.352Z,34,Female,Awesome Bronze Tuna,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Kids,299.0
347,Earum corrupti vitae est blanditiis.,54,2023-01-16T22:11:40.916Z,35,Male,Luxurious Cotton Cheese,The Football Is Good For Training And Recreational Purposes,Sports,190.0
440,Laborum totam hic magni nemo.,2800,2022-10-06T11:22:38.163Z,41,Female,Bespoke Wooden Salad,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Kids,382.0
843,Corporis architecto quidem amet molestiae.,2609,2023-01-24T01:49:41.183Z,49,Male,Modern Soft Car,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Baby,420.0
466,Tenetur saepe alias veniam odio.,2427,2022-12-04T03:46:36.414Z,30,Male,Refined Fresh Fish,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Outdoors,10.0
878,Illo sequi quidem qui vero.,41,2023-05-02T03:46:53.133Z,35,Male,Handmade Soft Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Books,315.0
589,Odio quaerat fugit quisquam error.,718,2022-12-01T01:31:56.010Z,60,Female,Luxurious Bronze Table,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Toys,849.0
579,Porro tempora quisquam occaecati at.,176,2022-10-14T17:07:00.807Z,63,Male,Luxurious Concrete Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Industrial,37.0
829,Nobis accusamus similique non est.,2293,2023-01-30T08:33:55.016Z,40,Female,Electronic Soft Shirt,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Kids,863.0
953,Adipisci at explicabo aliquid laboriosam.,719,2022-10-24T20:49:32.659Z,65,Female,Practical Plastic Soap,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Beauty,163.0
415,Dolores accusantium molestias sapiente esse.,1049,2022-11-15T21:47:37.547Z,37,Male,Luxurious Frozen Sausages,The Football Is Good For Training And Recreational Purposes,Jewelery,752.0
900,Ea ullam recusandae nobis iusto.,403,2023-02-13T08:57:15.197Z,21,Male,Incredible Steel Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Garden,502.0
375,Possimus id totam quam laborum.,939,2022-12-17T00:51:50.012Z,59,Male,Gorgeous Cotton Shoes,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Music,598.0
308,Officia esse eos saepe sunt.,168,2022-12-20T17:22:23.816Z,46,Female,Electronic Soft Salad,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Baby,557.0
762,Ab tenetur autem recusandae debitis.,1966,2022-08-10T07:35:42.721Z,51,Female,Unbranded Granite Bacon,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Industrial,111.0
865,Nisi quasi sunt iste assumenda.,1939,2023-06-14T12:55:12.160Z,20,Female,Recycled Soft Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beauty,223.0
515,Minima tempora expedita eligendi nulla.,1621,2023-03-24T15:13:38.482Z,36,Female,Luxurious Metal Bike,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Industrial,910.0
715,Illum enim temporibus asperiores cupiditate.,411,2023-04-25T16:52:29.455Z,65,Female,Unbranded Frozen Sausages,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Music,352.0
565,Debitis recusandae eligendi repellendus ut.,2913,2022-11-24T19:41:30.350Z,64,Male,Bespoke Frozen Shirt,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Sports,98.0
675,Debitis earum quasi dolorum est.,2984,2023-04-06T18:28:43.143Z,35,Female,Incredible Cotton Bacon,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Games,122.0
38,Minima ad laborum nam in.,2123,2023-01-18T21:51:32.046Z,65,Female,Luxurious Fresh Chicken,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Baby,312.0
739,Quidem sapiente saepe ducimus quae.,803,2022-12-04T09:35:56.935Z,31,Male,Oriental Soft Chair,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Sports,124.0
340,Temporibus magnam modi eius debitis.,978,2022-09-25T15:36:45.011Z,30,Male,Incredible Soft Gloves,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Electronics,299.0
470,Ipsum aperiam blanditiis molestias exercitationem.,1474,2022-10-20T21:23:02.631Z,50,Female,Recycled Plastic Mouse,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Baby,984.0
58,Et eos deleniti saepe necessitatibus.,541,2022-06-29T15:25:33.530Z,54,Female,Oriental Wooden Bike,The Football Is Good For Training And Recreational Purposes,Kids,52.0
308,Repellat provident consequatur repellendus aut.,744,2023-05-01T17:57:31.311Z,46,Female,Modern Bronze Tuna,The Football Is Good For Training And Recreational Purposes,Industrial,69.0
219,Officiis rerum nesciunt at commodi.,1542,2022-08-15T18:46:45.788Z,62,Female,Unbranded Wooden Towels,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beauty,247.0
600,Consequuntur facilis odit tempora fugit.,1934,2023-04-03T15:50:18.569Z,19,Female,Recycled Frozen Fish,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Automotive,112.0
93,Perferendis magni provident dolorum eligendi.,1261,2022-12-21T17:31:06.114Z,36,Female,Handmade Bronze Mouse,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Home,341.0
242,Consequuntur neque aut repudiandae harum.,474,2022-11-27T11:45:11.726Z,43,Female,Handmade Granite Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Computers,903.0
906,Cum ut excepturi ut consequatur.,1220,2022-09-27T10:53:23.704Z,23,Female,Rustic Fresh Fish,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Home,595.0
270,Perspiciatis doloremque quis occaecati molestias.,2308,2023-02-22T20:09:05.564Z,51,Female,Gorgeous Soft Bacon,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Shoes,2.0
576,Recusandae quas eaque nesciunt velit.,2945,2023-05-15T20:28:23.219Z,64,Female,Luxurious Fresh Sausages,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Games,584.0
576,Minus eius delectus eius maxime.,891,2022-12-05T05:11:26.710Z,64,Female,Elegant Fresh Chair,The Football Is Good For Training And Recreational Purposes,Home,684.0
623,Ipsum debitis eveniet reiciendis quaerat.,2731,2023-01-25T06:57:26.222Z,46,Male,Incredible Bronze Sausages,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Electronics,620.0
982,Ipsa fugiat dolorem explicabo illo.,418,2023-04-29T12:36:59.552Z,43,Female,Elegant Cotton Sausages,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Kids,770.0
44,Asperiores vero eum illo minima.,2337,2023-06-10T22:56:46.501Z,39,Female,Elegant Wooden Chips,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Electronics,833.0
575,Totam rerum atque vel maiores.,2284,2022-11-20T20:01:52.476Z,40,Female,Small Steel Soap,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Automotive,65.0
277,Nemo quas tenetur magnam blanditiis.,16,2022-12-31T17:03:28.684Z,49,Male,Elegant Concrete Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Outdoors,685.0
215,Sequi error magni labore sint.,1056,2022-06-25T19:57:45.737Z,39,Male,Tasty Plastic Salad,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Shoes,722.0
647,Et quia placeat minima quia.,1457,2022-11-20T02:34:50.166Z,60,Male,Modern Plastic Chair,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Clothing,858.0
6,Porro reprehenderit possimus illo quas.,2133,2022-09-13T06:07:33.356Z,40,Female,Handmade Frozen Cheese,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Clothing,802.0
392,Deleniti reprehenderit eius fugiat delectus.,944,2023-05-27T06:11:01.852Z,36,Male,Electronic Plastic Tuna,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Grocery,311.0
516,Magni dignissimos ut sed inventore.,1137,2023-05-19T09:20:20.996Z,49,Female,Luxurious Rubber Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Computers,748.0
365,Commodi quibusdam dicta ipsa natus.,2789,2022-09-18T11:05:30.840Z,32,Male,Electronic Granite Cheese,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Games,532.0
414,Vero ducimus quisquam id cupiditate.,241,2023-05-16T22:03:14.097Z,50,Female,Luxurious Plastic Bike,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Beauty,327.0
634,Similique nobis dolor unde tempore.,2958,2023-04-02T04:17:09.798Z,68,Female,Bespoke Fresh Table,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Garden,871.0
174,Asperiores repellat odio natus incidunt.,345,2022-11-20T15:28:58.046Z,61,Female,Generic Steel Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Books,13.0
421,Enim nostrum laboriosam tempore nam.,1696,2023-04-09T02:19:30.244Z,44,Male,Generic Concrete Chicken,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Kids,25.0
136,Possimus impedit magnam sint vitae.,879,2022-09-20T11:54:48.138Z,22,Male,Rustic Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Clothing,666.0
83,Voluptates officia dolor voluptatum accusantium.,1643,2022-10-22T23:19:56.790Z,47,Male,Elegant Soft Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Automotive,969.0
811,Autem nam qui distinctio veritatis.,1632,2023-04-25T04:48:54.085Z,54,Male,Intelligent Bronze Car,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Toys,885.0
686,Esse similique consectetur animi minima.,1662,2022-08-06T02:38:36.599Z,68,Male,Gorgeous Steel Chicken,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Electronics,843.0
819,Explicabo sed molestias placeat esse.,45,2023-04-16T00:46:40.472Z,61,Female,Sleek Steel Fish,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Toys,12.0
563,Magni sunt eius beatae distinctio.,1337,2023-02-09T14:40:34.158Z,58,Male,Awesome Bronze Pizza,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Kids,854.0
806,Ab non et vitae nam.,716,2023-05-20T22:45:10.930Z,47,Male,Licensed Bronze Chicken,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Music,500.0
127,Minus quo reprehenderit provident doloribus.,2147,2022-11-01T01:01:02.465Z,31,Female,Handmade Frozen Computer,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Computers,628.0
839,Ut quidem repellat alias fugiat.,2184,2022-11-27T14:00:04.953Z,68,Female,Practical Concrete Mouse,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Health,448.0
763,Dolores minima quae ducimus ea.,1099,2023-04-17T10:21:02.797Z,47,Female,Licensed Concrete Towels,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Health,333.0
100,Quasi repellendus saepe dicta dolore.,2827,2022-09-01T14:06:38.002Z,36,Female,Luxurious Soft Keyboard,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Games,503.0
488,Officia aliquam laborum recusandae necessitatibus.,83,2022-08-11T09:35:28.954Z,33,Male,Refined Plastic Fish,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Beauty,481.0
132,Minus odit enim eos ipsam.,800,2023-05-19T20:08:38.580Z,26,Male,Tasty Granite Shoes,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Tools,438.0
240,Optio fugiat provident sapiente deserunt.,1549,2023-05-10T09:46:55.684Z,51,Female,Rustic Fresh Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Outdoors,644.0
195,Culpa quos quas iusto placeat.,1243,2023-04-01T00:49:18.762Z,19,Female,Handmade Steel Bike,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Outdoors,2.0
667,Tempora molestiae asperiores consequuntur accusantium.,1302,2023-05-18T13:20:21.105Z,52,Female,Generic Wooden Shirt,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Jewelery,18.0
934,Reprehenderit labore vitae ipsum unde.,2098,2022-08-28T05:03:37.177Z,18,Female,Intelligent Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Garden,747.0
642,Ducimus ipsa unde consectetur soluta.,2389,2023-05-20T01:24:59.342Z,67,Male,Tasty Cotton Bike,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Clothing,51.0
718,Temporibus magnam sequi laudantium exercitationem.,41,2023-01-24T02:34:10.349Z,54,Female,Handmade Soft Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Books,315.0
698,Accusantium necessitatibus iure tempore aut.,1845,2022-12-06T00:56:09.798Z,29,Female,Recycled Cotton Mouse,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Clothing,483.0
935,Consectetur saepe laborum quaerat est.,2971,2023-06-15T17:26:48.292Z,19,Male,Ergonomic Cotton Shirt,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Computers,114.0
783,Soluta accusantium tempora doloribus sunt.,8,2022-06-29T06:08:43.351Z,24,Male,Luxurious Granite Soap,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Tools,490.0
593,Veniam deserunt deserunt mollitia sunt.,1828,2022-08-04T14:41:38.144Z,39,Female,Bespoke Cotton Fish,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Sports,12.0
149,Amet nam natus quasi sunt.,1426,2022-10-12T04:14:48.883Z,55,Male,Elegant Soft Computer,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Home,677.0
87,Fuga enim libero illum dolore.,2765,2023-01-11T22:24:04.031Z,36,Male,Oriental Rubber Pizza,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Automotive,970.0
658,Laborum sequi perspiciatis aliquam asperiores.,1242,2023-04-17T06:40:19.463Z,52,Female,Modern Granite Car,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Health,321.0
569,Repudiandae iusto facere voluptatem dicta.,1423,2022-12-19T13:58:55.932Z,60,Male,Generic Metal Shirt,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Baby,332.0
542,Deserunt reprehenderit doloremque neque odio.,1607,2023-06-13T16:47:31.409Z,45,Female,Handmade Soft Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Sports,246.0
305,Earum aliquid suscipit provident temporibus.,182,2022-10-25T18:42:08.996Z,29,Male,Luxurious Fresh Gloves,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Garden,470.0
738,Nemo atque nesciunt at molestias.,2791,2022-10-01T18:54:07.519Z,29,Female,Electronic Concrete Table,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Music,787.0
890,Asperiores inventore similique vitae ipsum.,1509,2022-10-19T06:15:12.567Z,56,Female,Sleek Rubber Pizza,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Electronics,488.0
611,Voluptatibus a saepe consectetur temporibus.,2563,2023-03-27T23:55:02.213Z,53,Female,Recycled Metal Shoes,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Toys,532.0
504,Eius omnis voluptate optio quis.,1832,2023-05-23T16:20:41.807Z,24,Female,Electronic Steel Salad,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Games,689.0
700,Voluptas exercitationem nihil modi voluptatum.,8,2023-01-27T13:27:50.342Z,62,Female,Luxurious Granite Soap,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Tools,490.0
294,Officia impedit ea quisquam consequuntur.,2527,2022-09-10T06:23:10.569Z,67,Male,Incredible Granite Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Electronics,443.0
940,Architecto quia odio eius unde.,1299,2022-11-20T19:12:44.754Z,26,Female,Incredible Metal Computer,The Football Is Good For Training And Recreational Purposes,Industrial,269.0
441,Dicta corporis corporis eum a.,2156,2023-06-18T20:36:00.720Z,40,Male,Elegant Concrete Computer,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Outdoors,652.0
64,Ipsa dolorum impedit libero delectus.,141,2022-09-02T15:48:45.556Z,53,Female,Oriental Granite Towels,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Music,354.0
81,Placeat rem rerum quas optio.,2882,2022-11-30T03:29:09.167Z,34,Female,Recycled Soft Soap,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Kids,679.0
599,Est cum iste esse aliquid.,726,2023-03-20T05:27:25.499Z,19,Male,Modern Fresh Gloves,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Baby,759.0
200,Quod quis unde exercitationem provident.,2374,2022-10-26T13:31:54.178Z,24,Female,Practical Metal Chair,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Books,567.0
252,Cupiditate odio ipsa vel consequatur.,2540,2022-12-10T19:34:39.501Z,41,Female,Generic Rubber Pizza,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Beauty,867.0
403,Nihil dignissimos dolor nostrum laborum.,2229,2023-04-15T23:47:33.406Z,67,Male,Practical Fresh Mouse,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Health,140.0
587,Nemo odit iusto blanditiis occaecati.,230,2023-06-18T14:26:53.528Z,20,Male,Licensed Cotton Chair,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Automotive,443.0
492,Possimus eum earum voluptatum deserunt.,478,2023-03-03T03:02:02.091Z,70,Female,Sleek Metal Soap,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Electronics,607.0
410,Vero neque fuga quisquam officiis.,1582,2022-12-20T11:07:31.975Z,19,Female,Handmade Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Books,935.0
189,Fugit laborum odit cum atque.,1888,2022-12-23T19:16:54.812Z,67,Female,Fantastic Granite Bacon,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Beauty,821.0
378,Dolores praesentium cupiditate blanditiis sint.,2608,2022-10-18T10:04:52.238Z,42,Female,Unbranded Steel Tuna,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Sports,421.0
